Q221310,Anggun C. Sasmi,penyanyi-penulis lagu Indonesia-Prancis 
Q15993516,Tjokorda Ngurah Wim Sukawati,Indonesian ambassador
Q19520616,Sunni Hizbullah,footballer
Q19725385,Dinan Yahdian Javier,association football player
Q56400079,Anak Agung Istri Ratih Kania Atmaja,Indonesian swimmer
Q97444088,anton suseno,Indonesian table tennis player
Q5269032,Dhanu Rosadhe,Indonesian footballer
Q12499363,Muhammad Ilyas (menteri),Menteri Agama kedelapan
Q16168267,Artidjo Alkostar,hakim Indonesia
Q26997951,Piet Stam,Dutch swimmer (1919-1996)
Q28870742,Nasir,association football player
Q98077579,Eka Febri Yogi Setiawan,Indonesian footballer
Q16225430,Hasanain Juaini,Indonesian environmentalist
Q105069859,machmud singgiriai rumagesan,Raja Sekar
Q96987339,Marthen Douw,politisi indonesia
Q4721912,Alfian Habibi,Indonesian footballer
Q5283794,Diva Tarkas,Indonesian footballer
Q7070076,Nurdin Halid,Indonesian politician
Q7659457,Syamsidar,football player
Q7926343,Victor Simon Badawi,Indonesian footballer
Q13097173,Siswono Yudo Husodo,Indonesian politician
Q16182865,Imdaad Hamid,Indonesian politician (1944–2022)
Q2273759,Toon de Ruiter,Dutch rower
Q7238152,Prayogo Pangestu,Indonesian businessman
Q12475663,Ben Mboi,dokter asal Indonesia
Q12501197,Oesman Sapta Odang,Pengusaha dan politisi Indonesia
Q12518326,Syaifullah Nazar,Indonesian footballer
Q15992371,Gregorius Manteiro,Indonesian catholic priest (1924-1997)
Q19745953,John Tralala,Pelawak asal Indonesia
Q16165759,Alex Mendur,Indonesian phhotographer
Q97207479,Aprilia Manganang,atlet bola voli Indonesia
Q4861340,Barnabas Suebu,politisi Indonesia
Q5232367,David Christian Uron,Indonesian footballer
Q5236301,David Laly,Indonesian footballer
Q5338358,Edison Ames,Indonesian footballer
Q5495129,Fred Ferdinando Mote,Indonesian footballer
Q5703873,Ari Sihasale,pemeran laki-laki asal Indonesia
Q6078660,Isak Konon,Indonesian footballer
Q8052795,Yesaya Desnam,Indonesian footballer
Q16233121,Robert Elopere,footballer
Q16234516,Agus Durmaturia,footballer
Q17277250,Nowela Elizabeth Auparay,Indonesian singer
Q25465740,Yairus Gwijangge,Indonesian politician (1968-2020)
Q25470632,Septinus Alua,association football player
Q65204620,Bahlil Lahadalia,Menteri Investasi Indonesia ke-4
Q12525043,Yasmine Zaki Shahab,Antropolog Indonesia
Q53092218,Husein Aidid,Penulis lagu
Q112129619,Charles Masthoff,
Q107488620,Eka Supria Atmaja,politikus Indonesia
Q11250546,Karni Ilyas,Tokoh jurnalis Indonesia
Q12486990,Jahja Datoek Kajo,politisi Indonesia
Q55162939,Adnan Sutan Samik,
Q12498767,Mohammad Nazir,Indonesian Naval officer
Q16184845,Joesoef Sou’yb,Indonesian journalist
Q12499395,Muhammad Zaini Abdul Ghani,"Ulama Martapura, Tokoh Agama Kalimantan Selatan, Penyair Maulidan"
Q12518347,Syamsi Ali,Indonesian imam
Q6660365,Liza Andriyani,Indonesian tennis player
Q1605231,Henk Bijvanck,Dutch composer (1909-1969)
Q2109201,Daan Ferman,Dutch rower (1909-1969)
Q16044536,Basrizal Albara,Indonesian artist
Q41783094,Phil van Heerdt tot Eversberg-Quarles van Ufford,human
Q12471478,Ali Audah,Penulis
Q17410947,Prawoto Mangkusasmito,Politisi Indonesia
Q4208129,Muhammad Nazaruddin,Politikus Indonesia
Q12497730,Meester Cornelis Senen,"Indonesian schoolmaster of Jakarta known as ""Meester Cornelis"""
Q12503825,Paula Rumokoy,pemeran perempuan asal Indonesia
Q19943861,Murad Ismail,"governor of Maluku, Indonesia"
Q70144997,Tadjuddin Noor,
Q7403728,Salawati Daud,politisi Indonesia
Q16221244,Andy Wibowo,Indonesian swimmer
Q28723855,Handrianus Sinaga,Mantan Menteri Kesehatan  di Pemerintahan Indonesia
Q1904475,Henri Koot,
Q54805204,Wayan Koster,Gubernur Bali ke-10
Q15874507,Dick Schmüll,Dutch sports coach and physical education teacher (1908-1990)
Q56876261,David Maulana,pemain sepak bola Indonesia
Q5620922,Gusripen Efendi,pemain sepakbola indonesia
Q14932958,Abdurrahman Siddiq,Indonesian writer
Q7659865,Martin Gerard Rutten,ahli biologi asal Kerajaan Belanda
Q16044442,Abdi Setiawan,Seniman Indonesia
Q3579475,Darman Moenir,sastrawan Indonesia
Q12478600,Chatib Sulaiman,Pahlawan Revolusi Kemerdekaan
Q12517319,Sultan Ma'moen Al Rasyid,Sultan Deli
Q25468524,Chusnunia Chalim,Indonesian politician
Q96988315,Jimmy Demianus Ijie,Indonesian politician
Q16937661,Akli Fairus,Indonesian association football player (1987-2014)
Q12472982,Azrul Azwar,dokter asal Indonesia
Q12471887,Amril Nurman,badminton player
Q4784694,Arbi Sanit,ilmuwan politik Indonesia
Q12498275,Mestika Zed,sejarawan Indonesia
Q12524441,Werry Darta Taifur,ekonom Indonesia
Q4335415,Cornelia van der Hart,Seniwati
Q6008206,Imran Nahumarury,Indonesian footballer
Q15509968,Abduh Lestaluhu,Atlit sepak bola di Indonesia
Q25470215,Muhammad Alwi Slamat,association football player
Q25470233,Ridwan Tawainella,footballer
Q25470266,Irfandy Zein Al Zubeidy,association football player
Q25470267,Pandi Ahmad Lestaluhu,Indonesian association football player
Q29441511,Rifad Marasabessy,association football player
Q30692916,Samsul Pellu,"pemain sepak bola dari Maluku, Indonesia"
Q17411604,Yansen Tipa Padan,Indonesian politician
Q25467863,Rohidin Mersyah,Indonesian politician and Governor of Bengkulu
Q100382817,Paula Bataona Renyaan,
Q30122772,Hendra Wijaya,Indonesian association football player
Q2192535,Johan Jehosefat Lilipaly,Dutch politician
Q104174572,Izaac Hindom,Politisi
Q19725222,Iang Darmawan,pemeran laki-laki asal Indonesia
Q19938102,Fandi Achmad,Indonesian association football player
Q20008674,Q20008674,
Q20278331,Abdul Salim,pemeran asal Indonesia
Q20744663,Dahlina Rosyida,Indonesian bicycle racer
Q25466545,A Syafei Siregar,
Q4681461,Ade Suhendra,Indonesian association football player
Q4694583,Agung Suprayogi,Indonesian footballer
Q4695635,Ahmadi,Indonesian footballer
Q4754433,Andi Poedjakesuma,Indonesian basketball player
Q4790110,Ari Kurniawan,Indonesian footballer
Q4790344,Arie Supriyatna,Indonesian footballer
Q4790789,Arip Kurniawan,Indonesian footballer
Q4802569,Ary Chandra,Indonesian basketball player
Q4807398,Asmad,Indonesian footballer
Q5107246,Chris Limahelu,American football player (1950-2010)
Q5110083,Christian Ronald Sitepu,basketball player
Q5285297,Djet Donald La'ala,footballer
Q5310415,Duani Pasatria,Indonesian footballer
Q5388151,Erick Christopher Sebayang,Indonesian basketball player
Q5444554,Fernande R.V. Duffly,Massachusetts Supreme Judicial Court justice
Q5484776,Frangky Amo,Indonesian footballer
Q5677979,Haryanto Prasetyo,Indonesian footballer
Q5713633,Hendra Syahputra,Indonesian footballer
Q5738425,Heri Saputra,Indonesian footballer
Q5748092,Hetty Naaijkens-Retel Helmrich,Dutch producer
Q5832929,Eno Sigit,Indonesian singer
Q5978747,I Putu Dian Ananta,Indonesian footballer
Q5979718,I Wayan Gangga Mudana,Indonesian footballer
Q5986456,Ichwani Hasanuddin,Indonesian footballer
Q6026801,Indra Gunawan,Indonesian football player
Q6306702,Julia S. Gouw,pebisnis
Q6713289,M. Zahrul Bin Azhar,Indonesian footballer
Q6850055,Miko Ardiyanto,football player
Q6887525,Moch. Bahrudin,Indonesian footballer
Q6933985,Mulham Arufin,Indonesian footballer
Q6963145,Nanda Zulmi,Indonesian footballer (1989-2017)
Q7070312,Nurul Maulidi,Indonesian footballer
Q7233603,Sicong Dai,
Q7328580,Doris Callebaute,pemeran perempuan asal Indonesia
Q7379089,Ruly Saputra,Indonesian footballer
Q7395463,Sa Anun Al Qadry,Indonesian footballer
Q7426955,Satyo Husodo,Indonesian footballer
Q7429320,Sayuti,Indonesian footballer
Q7561890,Sonita Lontoh,pebisnis asal Indonesia
Q7635883,Sukman Suaib,Indonesian footballer
Q7645149,Supriyono Paimin,Indonesian footballer
Q7650028,Sutikno,Indonesian footballer
Q7688673,Taufik Soleh,Indonesian footballer
Q7972686,Waskito Sujarwoko,Indonesian footballer
Q8054452,Yohanes L. G. Kabagaimu,Indonesian footballer
Q8054453,Yohanes Makanuay,Indonesian footballer
Q8064846,Zainal Anwar,Indonesian footballer
Q9070949,Roy Jeconiah,Indonesian singer
Q10538249,Rahmad,Indonesian footballer
Q10541036,Joan Darome,Indonesian footballer
Q10541043,Wempy Obure,Indonesian footballer
Q11192934,Ence Bagus,pemeran laki-laki asal Indonesia
Q11193668,Epy Kusnandar,pemeran laki-laki asal Indonesia
Q11208152,gugun Gondrong,pemeran laki-laki asal Indonesia
Q12470551,Abdul Hafiz Anshari,
Q12471267,Aksan Sjuman,musisi Indonesia
Q12481263,Denny Malik,pemeran laki-laki asal Indonesia
Q12481536,Dimas Djayadiningrat,Indonesian music video director
Q12481752,Djoni Irawan,Indonesian actor (1958-2012)
Q12481891,Donny Damara,pemeran laki-laki asal Indonesia
Q12485580,Herichan,pemeran laki-laki asal Indonesia
Q12486595,Ingka Noverita,pemeran perempuan asal Indonesia
Q12508710,Rini S. Bono,pemeran perempuan asal Indonesia
Q12515952,Soraya Larasati,pemeran perempuan asal Indonesia
Q12521841,Todung Sutan Gunung Mulia,Pahlawan Revolusi Kemerdekaan
Q12686066,Emma Waroka,pemeran perempuan asal Indonesia
Q12711159,Tarminah Kario Wikromo,
Q16146115,Ronald Asamsum,Footballer
Q16146361,Mumin Aliyansyah,Indonesian footballer
Q16147062,Gustav Ainaga,footballer
Q16214226,Sumardi,Indonesian footballer
Q16223164,M. Erfan Hidayatullah,Indonesian footballer
Q16223702,Cornelis Kaimu,footballer
Q16224043,Sugeng Wahyudi,footballer
Q16231915,Catur Rintang,footballer
Q16231935,Tamsil Sanjaya,footballer
Q16232150,Dedi Heryanto,footballer
Q16233200,Mucklis Haay,Indonesian footballer
Q16235040,Irvin Soskoy,Indonesian footballer
Q16235175,James Yoku,Indonesian footballer
Q16236177,Gugum Gumilar,Indonesian footballer
Q16236556,Erik Sokoy,Indonesian footballer
Q16728353,Ferdinand Damanik,Indonesian basketball player
Q17410906,Christine Panjaitan,aktris Indonesia
Q17411670,Triyono Wibowo,Indonesian diplomat
Q18244276,Karel Kraamwinkel,Dutch association football player
Q16179586,Albert Halim,pemeran laki-laki asal Indonesia
Q16182829,Imaniar,Indonesian singer
Q16187589,Karina Salim,Indonesian actress
Q16188648,Mardani Ali Sera,politisi Indonesia
Q16214536,Notonegoro,menantu Hamengkubuwana X dan Ratu Hemas dari anak ke-4
Q16216696,Elsa Manora Nasution,perenang asal Indonesia
Q16222342,Muhammad Akbar Nasution,Indonesian swimmer
Q16235420,Dolly Gultom,Indonesian association football player
Q16632414,Abdullah Syafi'i,Ulama dari Jakarta
Q16744670,Nursyahbani Katjasungkana,aktivis emansipasi wanita Indonesia
Q16832517,Elang Mulia Lesmana,aktivis Reformasi 1998
Q17365489,Mona Ratuliu,Indonesian actress
Q17410366,Husein Alatas,penyanyi Indonesia
Q17410373,Alycia Ferryana,penyanyi Indonesia
Q17410374,Amanda Rigby,pemeran perempuan asal Indonesia
Q12486442,Indah Ayu Putri,pemeran perempuan asal Indonesia
Q12486539,Indra Herlambang,pemeran laki-laki asal Indonesia
Q12486747,Ira Koesno,Indonesian news presenter
Q12486869,Itang Yunasz,Indonesian artist
Q12486904,JFlow,penyanyi rap asal Indonesia
Q12487846,Jessica Anastasya,pemeran perempuan asal Indonesia
Q12488202,Junus Jahja,Indonesian writer (1927-2011)
Q12488239,Juwita Thofany Sanjaya,pemeran perempuan asal Indonesia
Q12491671,Kiki Amalia,pemeran perempuan asal Indonesia
Q12492608,Kristina,actor
Q12493230,Kwee Kek Beng,wartawan Indonesia
Q12494751,Lia Waode,pemeran perempuan asal Indonesia
Q12494753,Lia Waroka,pemeran perempuan asal Indonesia
Q12494809,Liem Soei Liong,aktivis dan pejuang HAM asal Indonesia
Q12495000,Lisa A. Riyanto,Indonesian singer
Q12495328,Louise Anastasya,pemeran perempuan asal Indonesia
Q12495695,M. Hariadi Nasution,Indonesian singer
Q12496911,Marcell Darwin,pemeran laki-laki asal Indonesia
Q12497068,Marini Zumarnis,pemeran perempuan asal Indonesia
Q12497074,Mario Ginanjar,Indonesian singer
Q11197217,Delia Paramitha,pemeran perempuan Indonesia
Q11197437,Bertha,penyanyi
Q11200778,Doadibadai Hollo,Indonesian musician
Q11200926,Delia Septianti,pemeran perempuan asal Indonesia
Q11202202,Ferdi Hasan,
Q11202692,Edric Tjandra,pelawak dan pemeran Indonesia
Q11206229,Dian Khrisna,
Q11208232,Diana Pungky,pemeran perempuan asal Indonesia
Q11210781,Faradilla Sandy,pemeran perempuan asal Indonesia
Q11212961,Ira Maya Sopha,pemeran perempuan asal Indonesia
Q11214392,Irgi Fahrezi,pemeran laki-laki asal Indonesia
Q11217437,Indro Hardjodikoro,
Q11230160,Karenina,pemeran perempuan asal Indonesia
Q11231080,Intan Nuraini,pemeran perempuan asal Indonesia
Q11233273,Indah Kalalo,pemeran perempuan Indonesia
Q11290283,Kevin Aprilio,musisi Indonesia
Q12214917,Zain bin Smith,Yemeni writer
Q12451425,Perdana Putra Minang,
Q12470435,A.R. Soehoed,
Q12470642,Achiel Nasrun,Indonesian film director
Q12470686,Adang Ruchiatna,Indonesian politician
Q12470698,Ade Surya Akbar,pemeran laki-laki asal Indonesia
Q12470704,Adelia Lontoh,pemeran perempuan asal Indonesia
Q12470710,Adhitya Putri,pemeran perempuan asal Indonesia
Q12470752,Adlinsjah Jenie,Indonesian diplomat (1922-1995)
Q12470885,Afdhal Yusman,pemeran laki-laki asal Indonesia
Q12470984,Aida Vitayala Sjafri Hubeis,pakar bidang gender asal Indonesia
Q12471514,Aline Adita,actor
Q12471703,Alvaro Maldini Siregar,penyanyi dan pemeran laki-laki asal Indonesia
Q12471970,Ananda Lontoh,pemeran perempuan asal Indonesia
Q12472035,Andity,Indonesian singer
Q12472061,Andrew Darwis,
Q26838137,Abdul Rahman,Indonesian footballer (born 1988)
Q27679624,Kristin Yunita,badminton player
Q28115214,Doni Ristanto,Indonesian basketball player
Q28836264,Ade Govinda,musisi dan pencipta lagu Indonesia
Q29168455,Trubus Gunawan,association football player
Q29834498,Dendi Sembiring,association football player
Q31773999,Ahmad Birrul Walidain,footballer
Q41693991,Abdon Nababan,
Q46252764,Hamdiah Damanhuri,Indonesian archer
Q50347145,Elisakh Hagia,Indonesian-American rapper
Q56394183,Ananias Fingkreuw,Indonesian association football player
Q17410413,Fitri Ayu Maresa,pemeran perempuan asal Indonesia
Q17410444,Verrell Bramasta,pemeran laki-laki asal Indonesia
Q17410465,Yasha Chatab,
Q17410613,Stevie Morley Item,Indonesian guitarist
Q17410843,Natasha Wilona,pemeran perempuan asal Indonesia
Q17410873,Adi Nugroho,pemeran laki-laki asal Indonesia
Q17410901,Iqbal Pakula,pemeran laki-laki asal Indonesia
Q17411005,Raquel Katie Larkin,pemeran perempuan asal Indonesia
Q17411018,Reino Barack,pengusaha Indonesia
Q17411251,Sandy Canester,Indonesian singer
Q12505371,Petra Sihombing,penyanyi asal Indonesia
Q12507786,Rama Pratama,politikus
Q12507846,Ramdhani Qubil AJ,pemeran laki-laki asal Indonesia
Q12508069,Ranty Maria,pemeran perempuan asal Indonesia
Q12508168,Ratna Galih,pemeran perempuan asal Indonesia
Q12508309,Regina Ivanova,Indonesian singer
Q12508529,Revand Narya,pemeran laki-laki asal Indonesia
Q12508547,Rezlan Ishar Jenie,Indonesian diplomat
Q12508563,Ria Resty Fauzy,Indonesian singer
Q12508594,Richard Sambera,Indonesian swimmer
Q12508603,Ricky Lionardi,Indonesian musician
Q12508611,Ridho Irama,penyanyi dan pemeran laki-laki asal Indonesia
Q12508614,Ridwan Ghani,pemeran laki-laki asal Indonesia
Q12508624,Rifky Balweel,pemeran laki-laki asal Indonesia
Q12508779,Rizky Julio,pemeran laki-laki asal Indonesia
Q12508781,Rizna Nyctagina,pemeran perempuan asal Indonesia
Q12508903,Roni Yuzirman,pengusaha Indonesia
Q12511625,Saleh Ali,pemeran laki-laki asal Indonesia
Q12511661,Sally Marcellina,pemeran perempuan asal Indonesia
Q12511923,Samuel Zylgwyn,pemeran laki-laki asal Indonesia
Q12514080,Shahnaz Haque,pemeran perempuan asal Indonesia
Q12514093,Shara Aryo,actor
Q12497766,Meidiana Hutomo,pemeran perempuan asal Indonesia
Q12497962,Mely G. Tan,sosiolog asal Indonesia
Q12498485,Michella Putri,pemeran perempuan asal Indonesia
Q12498705,Mochammad Iriawan,
Q12498952,Monica Oemardi,pemeran perempuan asal Indonesia
Q12499298,Muchdi Purwoprandjono,tokoh militer Indonesia
Q12499817,Nadia Mulya,actor
Q12499893,Nahza Soebijakto,pemeran perempuan asal Indonesia
Q12500090,Nanu Moeljono,Aktor dan pelawak Indonesia (1952-1983)
Q12500183,Natasha Chairani,"Indonesian actor, recording artist"
Q12500336,Nelly Adam Malik,Istri Wakil Presiden Indonesia ke-3
Q12500707,Nial Djuliarso,Indonesian pianist
Q12500743,Niken Anjani,pemeran perempuan asal Indonesia
Q12501038,Nurul Qomar,pemeran laki-laki asal Indonesia
Q12501280,Olga Lydia,pemeran perempuan asal Indonesia
Q12501428,Oppie Andaresta,penyanyi Indonesia
Q12503296,Parsudi Suparlan,Indonesian anthropologist
Q12503338,Parto,pemeran laki-laki asal Indonesia
Q12515516,Siti Hartati Murdaya,Indonesia Businessperson
Q12515741,Soe Lie Piet,Indonesian journalist
Q12516373,Stefano Chiesa Suryanto,Italian athlete
Q12516579,Suhardi Alius,
Q12517317,Sultan Djorghi,pemeran laki-laki asal Indonesia
Q12518140,Surna Tjahya Djajadiningrat,Indonesian academic (1944-2014)
Q12518224,Susyana Tjhan,Indonesian wushu practitioner
Q12518242,Suti Karno,pemeran perempuan asal Indonesia
Q12519340,Tania Putri,pemeran perempuan asal Indonesia
Q12520091,Tati Saleh,Penari Jaipongan
Q12521116,Tetty Kadi,"Indonesian actress, singer"
Q12521123,Teuku Riefky Harsa,Indonesian politician
Q12521127,Teuku Ryan,pemeran laki-laki asal Indonesia
Q12521355,Thio Him Tjiang,Indonesian association football player (1929-2015)
Q12521366,Thomas Djorghi,pemeran laki-laki asal Indonesia
Q12521367,Thomas Nawilis,pemeran laki-laki asal Indonesia
Q12521447,Tika Panggabean,pemeran dan penyanyi asal Indonesia
Q12521453,Tike Priatnakusumah,actor
Q12522830,Tuty Alawiyah,Menteri Negara Peranan Wanita Indonesia Ke-4
Q12523660,Vicky Nitinegoro,pemeran laki-laki asal Indonesia
Q12524545,William Alvin,pemeran laki-laki asal Indonesia
Q12472088,Angel Ibrahim,pemeran perempuan asal Indonesia
Q12472166,Anindya Bakrie,
Q12472175,Anita Hara,pemeran perempuan asal Indonesia
Q12472177,Anjana Demira,
Q12472456,Arif Rahman,pemeran laki-laki asal Indonesia
Q12472714,Asti Asmodiwati,Indonesian singer
Q12472921,Ayu Anjani,pemeran perempuan asal Indonesia
Q12474710,Bara Tampubolon,pemeran laki-laki asal Indonesia
