item,itemLabel,itemDescription,sitelinks
http://www.wikidata.org/entity/Q4800664,Arthur Wijnans,Indonesian-Dutch chess player,6
http://www.wikidata.org/entity/Q4838922,Bachtiar Effendi,Indonesian film actor and director,6
http://www.wikidata.org/entity/Q8053342,Yeyen Tumena,Indonesian footballer,6
http://www.wikidata.org/entity/Q12508773,Rizal Ramli,Indonesian politician,6
http://www.wikidata.org/entity/Q4461107,Bayu Gatra Sanggiawan,Indonesian footballer,6
http://www.wikidata.org/entity/Q4694604,Agus Indra Kurniawan,Indonesian footballer,6
http://www.wikidata.org/entity/Q58766149,Leo Rolly Carnando,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q18342896,Kaesang Pangarep,Pengusaha Indonesia,6
http://www.wikidata.org/entity/Q20090750,Ayu Gani,model Indonesia,6
http://www.wikidata.org/entity/Q1272459,Oei Tiong Ham,pengusaha konglomerat Asia Tenggara,6
http://www.wikidata.org/entity/Q1283096,Eddy Kurniawan,Indonesian badminton player,6
http://www.wikidata.org/entity/Q2156645,Robert Budi Hartono,Pengusaha asal Indonesia,6
http://www.wikidata.org/entity/Q2181718,Carl Lucas Norden,American engineer,6
http://www.wikidata.org/entity/Q2601809,Yuliani Santosa,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q3018636,Reina Prinsen Geerligs,Dutch writer and resistance fighter (1922-1943),6
http://www.wikidata.org/entity/Q3608937,A. Rafiq,pemeran laki-laki asal Indonesia,6
http://www.wikidata.org/entity/Q4261137,Muhammad Ridwan,footballer,6
http://www.wikidata.org/entity/Q4966930,Melati van Java,"Dutch writer and philanthropist (1853-1927), editor",6
http://www.wikidata.org/entity/Q5496615,Fred Young,sutradara asal Indonesia,6
http://www.wikidata.org/entity/Q11184612,Emha Ainun Nadjib,Tokoh intelektual muslim asal Indonesia,6
http://www.wikidata.org/entity/Q65211377,Veve Zulfikar,Penyanyi Religi & Aktris,6
http://www.wikidata.org/entity/Q1607737,Hera Desi Ana Rachmawati,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q7650060,Sutiyoso,Mantan Gubernur DKI Jakarta,6
http://www.wikidata.org/entity/Q12485317,Harimurti Kridalaksana,Indonesian linguist,6
http://www.wikidata.org/entity/Q14941900,Francis van 't Hooft,field hockey player,6
http://www.wikidata.org/entity/Q968182,Budi Darma,pengarang Indonesia,6
http://www.wikidata.org/entity/Q3623692,Jacob Salatun,Indonesian air marshal (1927-2012),6
http://www.wikidata.org/entity/Q6757590,Marco Kartodikromo,Penulis dan jurnalis Indonesia,6
http://www.wikidata.org/entity/Q18286904,Mohammad Sarengat,Indonesian sprinter,6
http://www.wikidata.org/entity/Q12515782,Soerjo,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q19344522,Anindya Kusuma,model dan pemenang kontes kecantikan Puteri Indonesia 2015,6
http://www.wikidata.org/entity/Q19731542,Ricky Fajrin Saputra,Indonesian association football player,6
http://www.wikidata.org/entity/Q520136,Sarwendah Kusumawardhani,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q22002891,Margaret Jordan Patterson,American painter,6
http://www.wikidata.org/entity/Q425923,Johan Wahjudi,Indonesian badminton player (1953-2019),6
http://www.wikidata.org/entity/Q7764689,Yericho Christiantoko,Indonesian football player,6
http://www.wikidata.org/entity/Q12497067,Marini,penyanyi dan pemeran perempuan asal Indonesia,6
http://www.wikidata.org/entity/Q85197,Rainer Zepperitz,German double bassist,6
http://www.wikidata.org/entity/Q175634,Febby Angguni,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q177249,Tan Joe Hok,badminton player,6
http://www.wikidata.org/entity/Q431854,Komala Dewi,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q441636,Ivanna Lie,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q474203,Richie Regehr,Canadian ice hockey player,6
http://www.wikidata.org/entity/Q519459,Lita Nurlita,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q520015,Suci Rizky Andini,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q1338021,Emma Ermawati,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q1571143,Halim Haryanto,badminton player,6
http://www.wikidata.org/entity/Q2202655,Jan Hanlo,Dutch poet,6
http://www.wikidata.org/entity/Q17053200,Ja'far Umar Thalib,Indonesian Cleric,6
http://www.wikidata.org/entity/Q2691062,Edi Subaktiar,badminton player,6
http://www.wikidata.org/entity/Q5657659,Hariono,Indonesian footballer (born 1985),6
http://www.wikidata.org/entity/Q6954913,Abdul Hadi WM,"penyair, budayawan, dan cendekiawan muslim",6
http://www.wikidata.org/entity/Q2586145,Wisnu Yuli Prasetyo,badminton player,6
http://www.wikidata.org/entity/Q17148585,Ardian Syaf,comic book artist,6
http://www.wikidata.org/entity/Q2667761,Eppo Doeve,Dutch painter (1907-1981),6
http://www.wikidata.org/entity/Q3034449,Iwa-K,rapper indonesia,6
http://www.wikidata.org/entity/Q3327868,Steven Ho,pemeran laki-laki asal Amerika Serikat,6
http://www.wikidata.org/entity/Q3539943,Jan Piet Fokker,field hockey player (1942-2010),6
http://www.wikidata.org/entity/Q4115068,Lolo Soetoro,stepfather of Barack Obama,6
http://www.wikidata.org/entity/Q4694606,Agus Wirahadikusumah,Indonesian general,6
http://www.wikidata.org/entity/Q4711874,Alberthiene Endah,penulis dan jurnalis asal Indonesia,6
http://www.wikidata.org/entity/Q5252616,Dedi Kusnandar,Indonesian footballer,6
http://www.wikidata.org/entity/Q12470619,Abu Bakar (bupati Bandung Barat),politisi Indonesia,6
http://www.wikidata.org/entity/Q67032010,Julia Adolfs,Indonesian lawyer (1899-1975),6
http://www.wikidata.org/entity/Q4116081,Charis Yulianto,Indonesian footballer,6
http://www.wikidata.org/entity/Q11213335,J. B. Sumarlin,Indonesian politician,6
http://www.wikidata.org/entity/Q15923715,S. Waldy,Indonesian artist,6
http://www.wikidata.org/entity/Q21005722,Riau Ega Agatha,pemanah laki-laki asal Indonesia,6
http://www.wikidata.org/entity/Q27906484,Muhammad Reza Pahlevi Isfahani,atlet bulutangkis dari Indonesia,6
http://www.wikidata.org/entity/Q1864228,Mbah Surip,Penyanyi asal Indonesia,6
http://www.wikidata.org/entity/Q4415079,Semaun,politisi Indonesia,6
http://www.wikidata.org/entity/Q5272050,Dias Angga Putra,footballer,6
http://www.wikidata.org/entity/Q5280152,Dira Sugandi,penyanyi dan aktris berkebangsaan Indonesia,6
http://www.wikidata.org/entity/Q5431049,Faisal Basri,politisi Indonesia,6
http://www.wikidata.org/entity/Q6369466,Karen Agustiawan,pebisnis Indonesia,6
http://www.wikidata.org/entity/Q7475781,Armand Maulana,penyanyi-penulis lagu Indonesia,6
http://www.wikidata.org/entity/Q7553681,Sofia W.D.,pemeran perempuan asal Indonesia,6
http://www.wikidata.org/entity/Q11183346,Donna Harun,pemeran perempuan asal Indonesia,6
http://www.wikidata.org/entity/Q12482792,Farida Arriany,pemeran perempuan asal Indonesia,6
http://www.wikidata.org/entity/Q60170,Ricky Widianto,badminton player,6
http://www.wikidata.org/entity/Q888292,Bob Tutupoly,"penyanyi, pembawa acara dan pemeran laki-laki asal Indonesia",6
http://www.wikidata.org/entity/Q888524,Bobby Ertanto,badminton player,6
http://www.wikidata.org/entity/Q6687997,Louis Prahm,Danish field hockey player,6
http://www.wikidata.org/entity/Q4200225,Indy Barends,pemeran perempuan asal Indonesia,6
http://www.wikidata.org/entity/Q4209617,Indah Dewi Pertiwi,penyanyi dari Indonesia,6
http://www.wikidata.org/entity/Q5257009,Deni (lifter),Indonesian weightlifter,6
http://www.wikidata.org/entity/Q6164438,Vina Panduwinata,Penyanyi Indonesia,6
http://www.wikidata.org/entity/Q7660347,Syed Hussein Alatas,Malaysian politician,6
http://www.wikidata.org/entity/Q27893638,Rinov Rivaldy,badminton player,6
http://www.wikidata.org/entity/Q1662135,Rieke Diah Pitaloka,pemeran perempuan asal Indonesia,6
http://www.wikidata.org/entity/Q18421241,Andika Perkasa,Panglima Tentara Nasional Indonesia,6
http://www.wikidata.org/entity/Q2168493,Johan Manusama,Dutch engineer,6
http://www.wikidata.org/entity/Q4068939,Herman Ardiansyah,Indonesian chess player,6
http://www.wikidata.org/entity/Q16548523,"Pembayun, GKR Mangkubumi",anak pertama Hamengkubawana X dan Ratu Hemas,6
http://www.wikidata.org/entity/Q17410869,Novi Herlina,pemeran perempuan asal Indonesia,6
http://www.wikidata.org/entity/Q3472913,Djamil Suherman,Indonesian journalist and poet,6
http://www.wikidata.org/entity/Q4201161,Mas Mansoer,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q4202153,Iswahyudi,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q4260505,Slamet Abdul Sjukur,Indonesian composer,6
http://www.wikidata.org/entity/Q6216886,Johannes Opdam,dokter asal Kerajaan Belanda,6
http://www.wikidata.org/entity/Q7475968,Randy Pangalila,pemeran laki-laki asal Indonesia,6
http://www.wikidata.org/entity/Q12491600,Khofifah Indar Parawansa,Gubernur Jawa Timur Sekarang,6
http://www.wikidata.org/entity/Q7636656,Syarif Hamid II dari Pontianak,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q18564333,Henriëtte Gesina Numans,Dutch painter (1877-1955),6
http://www.wikidata.org/entity/Q12688618,Jonas Rivanno Wattimena,pemeran laki-laki asal Indonesia,6
http://www.wikidata.org/entity/Q15690129,Elvira Devinamira,model dan pemenang kontes kecantikan Puteri Indonesia 2014,6
http://www.wikidata.org/entity/Q17410790,Mar'ie Muhammad,politisi Indonesia,6
http://www.wikidata.org/entity/Q3193754,Kassian Cephas,pelopor fotografi Indonesia,6
http://www.wikidata.org/entity/Q3198246,Koentjaraningrat,Indonesian anthropologist,6
http://www.wikidata.org/entity/Q6126583,Kartolo,pemeran laki-laki asal Indonesia,6
http://www.wikidata.org/entity/Q11081076,Meutia Hatta,Menteri Negara Pemberdayaan Perempuan Republik Indonesia Ke-7,6
http://www.wikidata.org/entity/Q800100,Dedeh Erawati,pelari gawang putri asal Indonesia,6
http://www.wikidata.org/entity/Q12499385,Muhammad Sirajuddin Syamsuddin,politisi Indonesia,6
http://www.wikidata.org/entity/Q62106814,Devina Hermawan,"Jurutama masak, penulis, instruktur memasak",6
http://www.wikidata.org/entity/Q12492278,Korrie Layun Rampan,Indonesian writer and politician,6
http://www.wikidata.org/entity/Q90853704,Adi Utarini,peneliti Indonesia,6
http://www.wikidata.org/entity/Q95130462,Dita Karang,penyanyi asal Indonesia,6
http://www.wikidata.org/entity/Q7344813,Gusti Kanjeng Ratu Hemas,istri gubernur Daerah Istimewa Yogyakarta,6
http://www.wikidata.org/entity/Q472903,Dionysius Hayom Rumbaka,badminton player,6
http://www.wikidata.org/entity/Q2018308,Leo Soekoto,Indonesian archbishop,6
http://www.wikidata.org/entity/Q7429323,Sayuti Melik,pengetik naskah proklamasi Indonesia,6
http://www.wikidata.org/entity/Q19354973,Muhammad Rian Ardianto,Pemain bulutangkis Indonesia,6
http://www.wikidata.org/entity/Q1532077,Gloria Emanuelle Widjaja,atlet bulutangkis asal Indonesia,6
http://www.wikidata.org/entity/Q1690905,Shella Devi Aulia,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q18558884,Firman Abdul Kholik,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q1308719,Rendra Wijaya,badminton player,6
http://www.wikidata.org/entity/Q1661820,Indra Wijaya,Pemain Bulutangkis,6
http://www.wikidata.org/entity/Q2151710,Ricky Karanda Suwardi,badminton player,6
http://www.wikidata.org/entity/Q2437448,Tjun Tjun,Indonesian badminton player,6
http://www.wikidata.org/entity/Q12522172,Toto Sudarto Bachtiar,Indonesian writer (1929-2007),6
http://www.wikidata.org/entity/Q8023493,Wim Umboh,sutradara film Indonesia,6
http://www.wikidata.org/entity/Q15068968,Ronald Alexander,badminton player,6
http://www.wikidata.org/entity/Q55451689,Winny Oktavina Kandow,badminton player,6
http://www.wikidata.org/entity/Q463370,Rudy Heryanto,badminton player,6
http://www.wikidata.org/entity/Q1871049,Lothar van Gogh,Dutch association football player (1888-1945),6
http://www.wikidata.org/entity/Q7876810,Ucu Agustin,"Indonesian journalist, writer, and documentary filmmaker",6
http://www.wikidata.org/entity/Q10406234,Jendri Pitoy,Indonesian footballer,6
http://www.wikidata.org/entity/Q5429226,Fadil Sausu,Indonesian footballer,6
http://www.wikidata.org/entity/Q1396757,Lidya Djaelawijaya,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q61119183,Andi Farid Izdihar,Indonesian motorcycle racer,6
http://www.wikidata.org/entity/Q12471499,Ali Yugo,pemeran laki-laki asal Indonesia,6
http://www.wikidata.org/entity/Q28976285,Asnawi Mangkualam,Indonesian footballer,6
http://www.wikidata.org/entity/Q520067,Rosiana Tendean,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q4251050,Once Mekel,Penyanyi asal Indonesia terkenal,6
http://www.wikidata.org/entity/Q4262835,Mario Teguh,Motivator dan konsultan asal Indonesia,6
http://www.wikidata.org/entity/Q5645432,Hamka Hamzah,Indonesian footballer,6
http://www.wikidata.org/entity/Q8075177,Zulkifly Syukur,Indonesian footballer,6
http://www.wikidata.org/entity/Q55238732,M. Quraish Shihab,akademisi dan cendekiawan Indonesia,6
http://www.wikidata.org/entity/Q97590799,Bahrum Daido,Indonesian politician,6
http://www.wikidata.org/entity/Q4189593,Revo Arka Giri Soekatno,pendiri Wikipedia bahasa Indonesia,6
http://www.wikidata.org/entity/Q12489624,Karel Satsuit Tubun,pahlawan nasional Indonesia,6
http://www.wikidata.org/entity/Q17410356,Gavin Kwan Adsit,Pesepakbola Indonesia,6
http://www.wikidata.org/entity/Q3270969,I Nyoman Nuarta,pematung Indonesia,6
http://www.wikidata.org/entity/Q18228268,Ni Ketut Mahadewi Istarani,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q4200601,Freddy Numberi,politisi Indonesia,6
http://www.wikidata.org/entity/Q60053927,Herman Sikumbang,Indonesian guitarist,6
http://www.wikidata.org/entity/Q4206768,Ruben Karel Sanadi,Indonesian footballer,6
http://www.wikidata.org/entity/Q26405025,Rudolof Yanto Basna,Indonesian footballer,6
http://www.wikidata.org/entity/Q254696,Eugenia Tanaka,badminton player,6
http://www.wikidata.org/entity/Q12476240,Bill Saragih,Musisi jazz Indonesia,6
http://www.wikidata.org/entity/Q12525401,Zainul Arifin,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q12486352,Ilyas Ya'kub,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q7850644,Tuanku Tambusai,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q13092953,Farhat Abbas,pengacara Indonesia,6
http://www.wikidata.org/entity/Q20518451,Michel Ferrari,Swiss neurologist,6
http://www.wikidata.org/entity/Q1053873,Maha Sajan,King of Champa,6
http://www.wikidata.org/entity/Q7647358,Surya Lesmana,Indonesian footballer (1944-2012),6
http://www.wikidata.org/entity/Q12500204,Nawawi al-Bantani,ulama tarekat Qadiriyah wa Naqsyabandiyah,6
http://www.wikidata.org/entity/Q4115978,Atep,Indonesian footballer,6
http://www.wikidata.org/entity/Q15621661,Moh Mochtar,pemeran laki-laki asal Indonesia,6
http://www.wikidata.org/entity/Q520209,Tiara Rosalia Nuraidah,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q14917329,Daeng Soetigna,Musisi Indonesia pencipta angklung diatonis,6
http://www.wikidata.org/entity/Q4201110,Kwik Kian Gie,economist,6
http://www.wikidata.org/entity/Q2383995,Thé Tjong-Khing,Dutch illustrator,6
http://www.wikidata.org/entity/Q940578,Raden Patah,Raja Pertama Kerajaan Demak,6
http://www.wikidata.org/entity/Q1588803,Hastomo Arbi,badminton player,6
http://www.wikidata.org/entity/Q13092770,Diah Hadaning,sastrawati berkebangsaan Indonesia,6
http://www.wikidata.org/entity/Q12485389,Hasan Basry,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q15720848,Soerip,pemeran perempuan asal Indonesia,6
http://www.wikidata.org/entity/Q4261530,Dewiq,penyanyi asal Indonesia,6
http://www.wikidata.org/entity/Q520156,Aprilia Yuswandari,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q12523858,Wahidin Soedirohoesodo,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q465046,Hendra Aprida Gunawan,badminton player,6
http://www.wikidata.org/entity/Q4201096,Jojon,pemeran laki-laki asal Indonesia,6
http://www.wikidata.org/entity/Q5680756,Hasyim Muzadi,politisi Indonesia,6
http://www.wikidata.org/entity/Q7821605,Tonny Koeswoyo,Indonesian singer,6
http://www.wikidata.org/entity/Q5121325,Ciputra,insinyur dan pengusaha properti dari Indonesia,6
http://www.wikidata.org/entity/Q28976319,Saddil Ramdani,Pesepakbola Indonesia,6
http://www.wikidata.org/entity/Q12500071,Nani Wartabone,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q6682717,Pangeran Antasari,pahlawan nasional Indonesia,6
http://www.wikidata.org/entity/Q55520003,Ewaldus Martinus Sede,uskup Maumere,6
http://www.wikidata.org/entity/Q6739845,Mako Tabuni,West Papua political leader,6
http://www.wikidata.org/entity/Q8055960,Yosepha Alomang,tokoh perempuan Indonesia,6
http://www.wikidata.org/entity/Q1974390,Ernst de Jonge,Dutch rower and member of the Dutch resistance,6
http://www.wikidata.org/entity/Q60276,Weni Anggraini,pemain bulu tangkis asal Indonesia,6
http://www.wikidata.org/entity/Q4808308,Assaat,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q3747098,Soeman Hs,Indonesian author,6
http://www.wikidata.org/entity/Q7635139,Sugiono,pahlawan nasional Indonesia,6
http://www.wikidata.org/entity/Q3546374,Motinggo Boesje,penulis Indonesia,6
http://www.wikidata.org/entity/Q12514760,Silas Papare,Pahlawan Revolusi Kemerdekaan,6
http://www.wikidata.org/entity/Q28485065,Aptripel Tumimomor,politikus Indonesia,6
http://www.wikidata.org/entity/Q12474901,Basrief Arief,mantan Jaksa Agung Indonesia,6
http://www.wikidata.org/entity/Q5977429,I Gusti Nyoman Lempad,Indonesian artist,6
http://www.wikidata.org/entity/Q4207794,I Gede Ardhika,politisi Indonesia,6
http://www.wikidata.org/entity/Q1450199,Franziska Steffen,Swiss freestyle skier,6
http://www.wikidata.org/entity/Q2341747,Mbah Maridjan,Guardian of Mount Merapi,6
http://www.wikidata.org/entity/Q21135905,Gerard Schurmann,Dutch composer and conductor,6
http://www.wikidata.org/entity/Q599954,Hendra Bayauw,Indonesian association footballer,6
http://www.wikidata.org/entity/Q3958199,Teuku Nyak Arif,pahlawan nasional Indonesia,6
http://www.wikidata.org/entity/Q16184899,Johannes Latuharhary,politikus Indonesia,6
http://www.wikidata.org/entity/Q19729623,Napoleon Bonaparte,Mantan anggota kepolisian Republik Indonesia,5
http://www.wikidata.org/entity/Q434395,Samai Amari,Indonesian racing cyclist,5
http://www.wikidata.org/entity/Q4057242,Claus Adam,"American cellist, teacher and composer (1917-1983)",5
http://www.wikidata.org/entity/Q4208562,Andi Rianto,Indonesian film score composer,5
http://www.wikidata.org/entity/Q4264130,Widyawati,pemeran perempuan asal Indonesia,5
http://www.wikidata.org/entity/Q4782035,April Hadi,Indonesian footballer,5
http://www.wikidata.org/entity/Q5366212,Elly Idris,Indonesian footballer and coach,5
http://www.wikidata.org/entity/Q7633861,Sudirman,Indonesian footballer,5
